frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags,mqtt.msgtype,mqtt.topic,label
1775524164.702524,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524164.7025442,192.168.0.113,192.168.0.110,35173.0,1883.0,986,0x0018,3.0,Temperature,normal
1775524164.7025542,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524164.7025764,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524164.702584,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524165.702073,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524165.7021036,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524166.5737138,,,,,88,,,,normal
1775524166.5737548,,,,,80,,,,normal
1775524166.7008393,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524166.7009163,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524167.700826,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524167.7008476,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524167.700899,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524167.700906,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524168.7072127,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524168.7072978,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524168.7074056,192.168.0.113,192.168.0.110,35173.0,1883.0,935,0x0018,3.0,Temperature,normal
1775524168.707434,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524169.701704,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524169.7017555,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524170.7007098,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524170.700745,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524170.70078,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524170.7007904,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524171.7023764,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524171.702427,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524172.7024012,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524172.7024384,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524172.702469,192.168.0.113,192.168.0.110,35173.0,1883.0,986,0x0018,3.0,Temperature,normal
1775524172.7024796,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524173.7020886,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524173.702119,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524173.702204,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524173.7022629,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524174.7026124,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524174.702742,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524175.702368,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524175.7024004,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524176.2033637,192.168.0.111,192.168.0.110,32977.0,1883.0,70,0x0018,12.0,,normal
1775524176.2034109,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524176.2034414,192.168.0.113,192.168.0.110,35173.0,1883.0,70,0x0018,12.0,,normal
1775524176.2034533,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524176.2034845,192.168.0.112,192.168.0.110,39919.0,1883.0,70,0x0018,12.0,,normal
1775524176.2034943,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524176.2035084,192.168.0.110,192.168.0.111,1883.0,32977.0,70,0x0018,13.0,,normal
1775524176.2035568,192.168.0.111,192.168.0.110,32977.0,1883.0,68,0x0010,,,normal
1775524176.20418,192.168.0.110,192.168.0.113,1883.0,35173.0,70,0x0018,13.0,,normal
1775524176.204193,192.168.0.113,192.168.0.110,35173.0,1883.0,68,0x0010,,,normal
1775524176.2042131,192.168.0.110,192.168.0.112,1883.0,39919.0,70,0x0018,13.0,,normal
1775524176.204221,192.168.0.112,192.168.0.110,39919.0,1883.0,68,0x0010,,,normal
1775524176.7047188,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524176.7048492,192.168.0.113,192.168.0.110,35173.0,1883.0,935,0x0018,3.0,Temperature,normal
1775524176.705011,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524176.746132,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524176.7461507,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524176.746156,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
