frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags,mqtt.msgtype,mqtt.topic,label
1775524220.7024913,14,13,35173.0,1883.0,935,7,3.0,3,1
1775524220.702502,11,16,1883.0,35173.0,68,3,-1.0,2,1
1775524221.7046225,12,13,32977.0,1883.0,782,7,3.0,0,1
1775524221.7046683,11,14,1883.0,32977.0,68,3,-1.0,2,1
1775524221.7047124,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524221.7047253,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524222.7013164,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524222.7013462,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524223.7028046,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524223.70283,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524224.7064831,12,13,32977.0,1883.0,782,7,3.0,0,1
1775524224.706554,11,14,1883.0,32977.0,68,3,-1.0,2,1
1775524224.706638,14,13,35173.0,1883.0,935,7,3.0,3,1
1775524224.7066555,11,16,1883.0,35173.0,68,3,-1.0,2,1
1775524224.7067287,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524224.706742,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524225.7031217,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524225.7031915,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524226.7033668,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524226.7034032,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524227.7020147,12,13,32977.0,1883.0,782,7,3.0,0,1
1775524227.7020364,11,14,1883.0,32977.0,68,3,-1.0,2,1
1775524227.702059,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524227.7020671,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524228.7016027,13,13,39919.0,1883.0,731,7,3.0,1,1
1775524228.7016497,11,15,1883.0,39919.0,68,3,-1.0,2,1
1775524228.7017164,14,13,35173.0,1883.0,986,7,3.0,3,1
1775524228.7017343,11,16,1883.0,35173.0,68,3,-1.0,2,1
